游戏名称,国家,发表时间,作者,游戏时长,内容,是否推荐/好评
Stardew Valley,中国,2016-03-19,纯白de豆浆,78.3,"妈的 垃圾游戏 居然比吸毒还要上瘾 毁我青春 费我时间 耗我精力

======没想到还挺多人赞的 说些有用的======

在此我给出一个超级福利地址：
http://stardewvalleywiki.com/Stardew_Valley_Wiki

这是星露谷几乎所有的资料了 可以在浏览器上装个翻译插件 什么问题都能解决

（PS：5.10 似乎现在的汉化技术已经相当不错 已经没那么多的BUG了）
至于大家关心的汉化问题 3DM,游侠和贴吧都有不同的汉化补丁 不过个人建议还是不要装汉化了
多多少少都有BUG 还有导致毁档和闪退的可能 （PS：即使退汉化了 也会有残留 会毁档）

如果觉得有用 请给个回复 嘿嘿嘿！

===过了那么久，还是依旧有很多人在种田,享受这种惬意的生活！====

===2017.4.25 更新了官方汉化 回归一波 ====",推荐
Stardew Valley,中国,2016-12-23,羽,23.9,"我们需要中文
We need Chinese
中国語は必要
Nous avons besoin de chinois
Wir brauchen chinesisch
Necesitamos chino
potrzebujemy chin
Precisamos de chinês
Нам нужно китайский
เราต้องการภาษาจีน
Χρειαζόμαστε κινέζικα",推荐
Stardew Valley,中国,2018-08-04,Mikeeeee,120.2,"星露谷物语，这是一个名字听起来就很 陶渊明 的游戏
如果说这个游戏的精华，那就是，它给你提供了一个 自由自在 的天地
你在里面，可以 不知有汉 可以 无论魏晋

特别不建议新人看各种所谓的“攻略”，玩成千篇一律的“肝”露谷物语
那样，这不过是一个像素版的角色扮演 海岛大亨

这并不是一个传统意义上的经营游戏，因为，这里面，一是没有时间限制，二是没有负收入机制
简单来说，就是你在游戏里面想玩多久就多久；
甚至，今年某个活动没有得到头奖，你可以明年、后年，总有一次会得奖；
想怎么生活、建设就怎样，不会亏本，也不是必刻意“盈利”

反而，你要是一开始看攻略，你很快会无趣的

设定难度基本就是没有难度——你不会挂掉，不会倒闭，不会终止。
星露谷，就是一个陶渊明的桃花源，就是一个现代社会的理想乌托邦，就是一个已经达到了“人人生活幸福”的共产社会
所以，在里面搞什么大生产的，有种走错片场的感觉


这个游戏里面，最没有价值的，就是游戏里的金钱


这个游戏，应该是你离 “每天工作八小时以上、加班、熬夜”，最远的地方
千万别活成了，现实生活里划水，在游戏里拼命肝的局面

游戏开始，主角不堪忍受现代大都市的冷漠，决定跟随爷爷的寄托
回到星露谷，把这里建设成一个世外桃源
可以说，游戏里最宝贵的，是那一颗
追求美好愿景的纯真的心",推荐
Stardew Valley,中国,2023-12-22,废了,9.8,"喜欢黄油的可以看看我下面的强烈推荐O(∩_∩)O哈哈~

异世界猜拳勇者：Isekai Janken Hero
命运模拟:2024：Orgasm Simulator 2024
命运模拟器2023：ORGASM SIMULATOR 2023
召唤与合体：Summon and fusion
ニンニン☆妖怪大戦争
色情明星岛：PORN STAR ISLAND
只有妓院里的性行为：ONLY SEX IN THE BROTHEL
新神的新地球传奇：NEW EARTH SAGA OF THE NEW GODS
桌面性玩偶：DESKTOP SEX DOLL
乡村狂想曲
职场狂想曲
职场狂想曲海滩
职场是我的后宫：Office Is My Harem
怠惰的怪兽公主不想工作
帮助辣妹：HelpingTheHotties
淑女都市：Milfy City - Final Edition
甜心选择2：HoneySelect2Libido DX
欧克按摩店
AI诺娃-机娘育成方程式2
露西惹了大麻烦：Lucy Got Problems
绯红少女：Scarlet Maiden
女仆洋馆：Maid Mansion
AI爱诺-机娘育成方程式
艾米莉与转转餐厅：Futa Fix ♥♥♥♥ Dine and Dash
卡琳·监狱长：Karryn's Prison
魅魔咖啡厅：Succubus Cafe
二元性：Duality
改变命运：Altered Destiny
绝色惊狂：BLACK OUT：又名停电
猎艳逐影：Photo Hunt
暮绘朝花：Come Inside_又名记忆深处
启示录/天欲启示录-：Apocalust
如何修复未来How To Fix The Future
我与女神的交易：My Best Deal
午夜天堂：Midnight Paradise
欲望觉醒：The Awakening
与女大生的同居生活：Playmeow Bundle
精灵的性爱农场
雪山別墅與三個妹子的做愛假期：Love challenge
千金的奴隶家家酒：Rich Lady's Slave Role Play
精灵之妊 -用怀孕征服所有傲慢的精灵
与经纪人恋爱是绝对禁止2
圣石少女篇：OVER‧DeviL
恶魔调酒师
九点开张
快捷情趣酒店：Quickie:A Love Hotel Story
秘密派：Secret Pie
诱人的姐姐
欲望岛：Lust Island🌴[18+]
大学女生的性生活：College Sex Party
——————————————————————
魔法家族 实验室
邪恶女王的游戏_天后游戏：Empress Game
艾德里安和奥利弗：Adrianne and Oliver Final
爱隔壁：Love Next Door
不忘初心：Stay True, Stay You
残梦淡逝的夏季：Summers Gone
穿越神器：Altered Destiny
创世秩序：The Genesis Order
登峰造极：Rise To The Top
恶魔男孩：DemonBoy
光明之主：Bright Lord
很难去爱：Hard to Love
美食车的故事：Food Truck Story
米菲利西斯：Milfylicious
圣塔县的生活：Life in Santa County
苏联奇幻冒险：Retro Style Soviet Undies
我的性感表姐2：My Cute Roommate 2
卧底之恋： Undercover Love
幸运人生：Lucky Life
性感女孩深入交流：Unknown Prodigy
遥远的朋友：Far-Off Friends
在气味中：In a Scent
—————————————————————
AOA学院：A.O.A. Academy
埃及故事/沙尘暴：SandStorm
帮助辣妹：Helping The Hotties
背叛：Betrayed
冰雹独裁者：Hail Dicktator
大学篮球巨星
德鲁卡家族：The DeLuca Family
仿生人：Artemis
改变：The change
硅之翼：Wings of Silicon
过去一瞬：Glimpses Of The Past
冒牌英雄：False Hero
潘多拉魔盒2：Pandora's Box 2
平行宇宙：project ATMO SPHERE
情感问题：Heart Problems
沙漠追猎者：desert stalker
身心荡漾： Bloody Passion V3.0a
释放：Unleashed
暑假小屋：The Cabin-Summer Vacation
阳光湾恋人：Sunshine Love
芝诺选集：ZenosAnthology
重逢：Reunion
最淑女：Milfiest

松瀑镇
回归快乐的理疗师：Nursing Back to Pleasure
—————————————————————
2D
催眠我的家人
超级血清：Uprising
的士风流：Driven Affairs
郊区王子：PrinceofSuburbia
牛奶触觉：Milky Touch
破冰船：The Icebreaker
欲望和权利：Lust and Power
住在金泽：Living in Kanazawa
—————————————————————
玫瑰水庄园：Rosewater Manor
名称88的三角形：Name88's Triangle Book
欺诈行为：A Deceitful Act
淘汰赛大师：Knockut Master Round
我属于某个地方：Somewhere I Belong
无尽的夏天：Endless Summer
意外分配：Accidental Assignment
在一个屋檐下：Under One Roof

C计划：C-PLAN
爱情的诱惑 ：Temptations of Love
肮脏的游戏：A Ren'PY Game
悲伤的天堂：Sorrow
不雅的欲望：Indecent Desires
大学琐事-学院情缘：University of Problems
恶魔的诱惑-引诱魔鬼：Seducing the Devil
黑帮之都：BangCity
坏英雄：BadHero
激情燃烧的岁月：Bright Past
激情世界：Horizon of passion
家庭的秘密 重制版：The Secret Reloaded
家庭事务：Family Matters
简单的日子：Simple Days
困难时期：Straitened Times
恋爱与臣服：Love and Submission
叛变：Goingrogue
权利真空：Power Vacuum
拳击大师：Knockout Master
神选之主：Lunars Chosen
所有人的男人：A Man for All
完美照片：Picture Perfect
隐居海湾：Reclusive Bay
员工家庭：My Employee's Family
职场高升：HighRiseClimb
只为你：Just for You
罪恶的快感：Guilty Pleasure

案件 心理咨询师：The Case
穿越时空：Through Spacetime
情意绵绵：Intertwined
沙漠追猎者：desert stalker
中途之家：Halfway House

胡闹：Monkey Business
妓院大公司：Brothel Megacorporation
荆棘玫瑰花庄园：Rosewater Manor
救世主：savior
狂热的好教练：The Good InstructorFrenzy
狂野冒险 续集：Wild ADVentures Play
灰色之梦：The Grey Dream

—————————————————————
免费黄油

7 дней лета: Youth Sky
迟到摄影师2自由版
对魔忍雪风１・体验版
对魔忍Collection：决战竞技场
花妖物语/Flower girl
史上最色人
索罗灵魂之戒
我的上司有点不正常
AChat
AChat Next
After the Inferno
AI Image Generator
All is Fair in Love and Vore: The Tavorion Collection
Amorous
Aroma
Big Bang Empire
Big Tiddy Goth GF Simulator
Bikini Island Challenge
Blood and Lust
Booty Calls
Booty Calls: Men At Work
Booty Farm [18+]
Breeders of the Nephelym: Alpha
BustyBiz
Cockville [18+]
College Bound - Episode 1
College Kings - The Complete Season
Come Home
Costume Party
Cubic Neon Nightclub
Cute Puzzle
Cuties Hacked: Oh no someone stole my photos!
Dimensions VIP
Dirty Texts - Melissa's Secret
Dreamland
eMemories
Eros Fantasy
Fake Lay
Fap Goddess
Fap Queen
Fap Queen 2
FarmD
Femdom Waifu
Figurine Scene Simulator
捉妖物语2
Flowering Nightshade
Forbidden Fruit
Garestia
Gentlemen's Club
Hard Love - Darkest Desire
Harem Girl: Nikki
Heavy Metal Babes
Hentai Honeys Jigsaw
Hentai Honeys Slider
Hot Candy Land
The House Where They Dwell
Indecent Details - Find the Difference
Iragon: Prologue 18+
Just Chatting
Kawaii Neko Girls
Kawaii Neko Girls 2
King of Kinks
Kink.inc [18+]
League of Maidens®
Love Sucks: Night One
Lust from Beyond: Prologue
Lust from Beyond: Scarlet
Match it Sexy: FREE
Men Bang
Merge Nymphs
Mojo: Hanako
Mojo XXX
MONMUSU
Monster Girl Island: Prologue
Motherless - Season 1
Mourning Inc.
My Boss Leidi
Negligee: Spring Clean Prelude
OnlyCans: Thirst Date
Oppaidius Tropical Cruise!
Overlewd
Pact with a witch
Paradise Cleaning!
Paradise Puzzle!
Pocket Waifu
Public Bounce
Puzzle Girls: Alexa
Queen Beast
The Rest of Our Lives
Riding to Bounce City
Rise of Eros
Runes of Pandemonium
Second Chance
Sex Search
SEXTS
Sexy Airlines
Sexy Space Airlines
Shelter 69
SinVR
Sky division
Strip 'Em
Syren and Friends Roast the Dev
Tomai
Transformation Tycoon
trip=true
Twisted Lovestruck : otome
Two Clusters Cold Haven
Undress Tournament
Vampire Slave 1: A Yaoi Visual Novel
ViRo Playspace
Vixen Wars
VR Benchmark Kanojo
Welcome to Free Will - Episode 1
XXX Puzzle
XXZ
Yes, Master!
You Must be 18 or Older to Enter
Yu Escape / Monday
不定时更新黄油资讯
请奖励这条评测，我要点数去买各种各样的骚逼头像和背景，让我一冲到底，奥利给",推荐
Stardew Valley,中国,2020-07-06,我知道你很急但是先别急等会有你急的,37.4,"联机5分钟，重连1小时

可玩性还是很高的但是求求你优化一下联机吧拜托了呜呜呜",推荐
Stardew Valley,中国,2019-01-09,我是鸭蛋,92.4,请注意！请注意！ 这不是个休闲游戏！重复！这不是个休闲游戏！！！,推荐
Stardew Valley,中国,2024-08-08,饭团少女神山识,91.6,俺是耕田滴,推荐
Stardew Valley,中国,2018-02-07,纤尘惋,129.3,强烈要求开放创意工坊！,推荐
Stardew Valley,中国,2024-08-04,xy信云,33.8,"星露谷这款游戏十分不错，人物的性格，对话也很有特点，哪一种生活方式都非常新颖，更让我喜欢这款游戏的一点，就是很多玩家都在分享着有玩游戏的趣事。还有就是这款游戏有很多有有趣的模组，让这款游戏更具特色
还有就是大哥们能给个赞嘛",推荐
Stardew Valley,中国,2023-06-26,uki的落星,1.0,很快就玩腻了,推荐
Stardew Valley,中国,2020-05-15,有汤有饭,72.9,娶了老婆之后没有奋斗的欲望了，可能这就是男人吧,推荐
Stardew Valley,中国,2023-03-07,认真,893.3,"今天突发奇想想给这款游戏测评，从刚开始的玩一会还会闪退到现在已经500多个小时。
生活在城市里的我懒得要死，却在鹈鹕镇里争分夺秒，早六晚二，现在突然觉得，星露谷的初衷就是休闲，我想怎么玩就怎么玩，没有必要就在第三年第四年就玩到100%，我可以玩5年，甚至10年，我可能第3年才发现竟然有沙漠，我可能第5年才去到了姜岛。
现实不爱社交的我，能记得鹈鹕镇的每个村民，记得每个人最爱的东西，海莉喜欢向日/椰子/粉红蛋糕，我每天身上带着向日葵，就为了偶然遇到他，也能给她送她的最爱。潘妮总是喜欢蹲在大树下面，小小的，好可爱一个，特别想新开一个档把潘妮娶回家，据说她会布置超漂亮的草莓房，她还会帮我做农活。这时候我就想到涉世未深的我第一个档被山姆这个黄毛给骗回家了，他从来不帮我干家务，还会让我去做农活，婚后他还会不回家睡觉。
这两天我把这个游戏推荐给了我的姐姐，她也是从早到晚都在问我该怎么做，看攻略看到凌晨一两点，他跟我说他到了第一年的冬天，他超级激动，马上就过完一年了。
上班摸鱼写完这个测评，到下班时间啦，希望星露谷带给你的也是开心和放松~",推荐
Stardew Valley,中国,2022-08-04,atticus·α,94.5,"七夕和星露谷一起过
⣿⣆⠱⣝⡵⣝⢅⠙⣿⢕⢕⢕⢕⢝⣥⢒⠅⣿⣿⣿⡿⣳⣌⠪⡪⣡⢑
⣿⣿⣦⠹⣳⣳⣕⢅⠈⢗⢕⢕⢕⢕⢕⢈⢆⠟⠋⠉⠁⠉⠉⠁⠈⠼⢐
⢰⣶⣶⣦⣝⢝⢕⢕⠅⡆⢕⢕⢕⢕⢕⣴⠏⣠⡶⠛⡉⡉⡛⢶⣦⡀⠐
⡄⢻⢟⣿⣿⣷⣕⣕⣅⣿⣔⣕⣵⣵⣿⣿⢠⣿⢠⣮⡈⣌⠨⠅⠹⣷⡀
⡵⠟⠈⢀⣀⣀⡀⠉⢿⣿⣿⣿⣿⣿⣿⣿⣼⣿⢈⡋⠴⡟⣡⡇⣿⡇
⠁⣠⣾⠟⡉⡉⡉⠻⣦⣻⣿⣿⣿⣿⣿⣿⣿⣿⣧⠸⣿⣦⣥⣿⡇⡿⣰
⢰⣿⡏⣴⣌⠈⣌⠡⠈⢻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣬⣉⣉⣁⣄⢖⢕
⢻⣿⡇⢙⠁⠴⡟⣡⡆⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⣵
⣄⣻⣿⣌⠘⢿⣷⣥⣿⠇⣿⣿⣿⣿⣿⣿⠛⠻⣿⣿⣿⣿⣿⣿⣿⣿⣿
⢄⠻⣿⣟⠿⠦⠍⠉⣡⣾⣿⣿⣿⣿⣿⣿⢸⣿⣦⠙⣿⣿⣿⣿⣿⣿⣿
⡑⣑⣈⣻⢗⢟⢞⢝⣻⣿⣿⣿⣿⣿⣿⣿⠸⣿⠿⠃⣿⣿⣿⣿⣿⣿⡿
⡵⡈⢟⢕⢕⢕⢕⣵⣿⣿⣿⣿⣿⣿⣿⣿⣿⣶⣶⣿⣿⣿⣿⣿⠿⠋⣀

还有就是，第一次当傻逼，有点激动。",推荐
